Player,Team,Pos,Age,Club,Club_country,date,hour,category,opponent,Match_played,Starts,Minutes_played,Gls,Ast,Shots,shots_on_target,CrdY,CrdR,tackles_made,successful_tackles,interceptions,Blocks,fouls_commited,own_goal,pass_comp,pass_attempt,successful_dribbles,offside
Nikola Vlašić,CROATIA,"FW,MF",24,Torino,it,09 DEC 2022,16 : 00,Quarter-final,BRAZIL,6,1,209,0,0,5,1,0,0,1.0,1,1,2.0,4,0,45.0,55.0,3.0,0
Nikola Vlašić,CROATIA,"FW,MF",24,Torino,it,17 DEC 2022,16 : 00,Play-off for third place,MOROCCO,6,1,209,0,0,5,1,0,0,1.0,1,1,2.0,4,0,45.0,55.0,3.0,0
Nikola Vlašić,CROATIA,"FW,MF",24,Torino,it,23 NOV 2022,11 : 00,Group F,MOROCCO,6,1,209,0,0,5,1,0,0,1.0,1,1,2.0,4,0,45.0,55.0,3.0,0
Nikola Vlašić,CROATIA,"FW,MF",24,Torino,it,05 DEC 2022,16 : 00,Round of 16,JAPAN,6,1,209,0,0,5,1,0,0,1.0,1,1,2.0,4,0,45.0,55.0,3.0,0
Nikola Vlašić,CROATIA,"FW,MF",24,Torino,it,13 DEC 2022,20 : 00,Semi-final,ARGENTINA,6,1,209,0,0,5,1,0,0,1.0,1,1,2.0,4,0,45.0,55.0,3.0,0
Mislav Oršić,CROATIA,FW,29,Dinamo Zagreb,hr,27 NOV 2022,17 : 00,Group F,CANADA,6,1,162,1,2,9,2,0,0,3.0,3,0,2.0,3,0,40.0,54.0,1.0,1
Mislav Oršić,CROATIA,FW,29,Dinamo Zagreb,hr,01 DEC 2022,16 : 00,Group F,BELGIUM,6,1,162,1,2,9,2,0,0,3.0,3,0,2.0,3,0,40.0,54.0,1.0,1
Mislav Oršić,CROATIA,FW,29,Dinamo Zagreb,hr,09 DEC 2022,16 : 00,Quarter-final,BRAZIL,6,1,162,1,2,9,2,0,0,3.0,3,0,2.0,3,0,40.0,54.0,1.0,1
Mislav Oršić,CROATIA,FW,29,Dinamo Zagreb,hr,17 DEC 2022,16 : 00,Play-off for third place,MOROCCO,6,1,162,1,2,9,2,0,0,3.0,3,0,2.0,3,0,40.0,54.0,1.0,1
Mislav Oršić,CROATIA,FW,29,Dinamo Zagreb,hr,23 NOV 2022,11 : 00,Group F,MOROCCO,6,1,162,1,2,9,2,0,0,3.0,3,0,2.0,3,0,40.0,54.0,1.0,1
Mislav Oršić,CROATIA,FW,29,Dinamo Zagreb,hr,05 DEC 2022,16 : 00,Round of 16,JAPAN,6,1,162,1,2,9,2,0,0,3.0,3,0,2.0,3,0,40.0,54.0,1.0,1
Mislav Oršić,CROATIA,FW,29,Dinamo Zagreb,hr,13 DEC 2022,20 : 00,Semi-final,ARGENTINA,6,1,162,1,2,9,2,0,0,3.0,3,0,2.0,3,0,40.0,54.0,1.0,1
Lovro Majer,CROATIA,"MF,FW",24,Rennes,fr,27 NOV 2022,17 : 00,Group F,CANADA,7,1,130,1,0,4,2,0,0,3.0,1,0,1.0,5,0,78.0,98.0,0.0,0
Lovro Majer,CROATIA,"MF,FW",24,Rennes,fr,01 DEC 2022,16 : 00,Group F,BELGIUM,7,1,130,1,0,4,2,0,0,3.0,1,0,1.0,5,0,78.0,98.0,0.0,0
Lovro Majer,CROATIA,"MF,FW",24,Rennes,fr,09 DEC 2022,16 : 00,Quarter-final,BRAZIL,7,1,130,1,0,4,2,0,0,3.0,1,0,1.0,5,0,78.0,98.0,0.0,0
Lovro Majer,CROATIA,"MF,FW",24,Rennes,fr,17 DEC 2022,16 : 00,Play-off for third place,MOROCCO,7,1,130,1,0,4,2,0,0,3.0,1,0,1.0,5,0,78.0,98.0,0.0,0
Lovro Majer,CROATIA,"MF,FW",24,Rennes,fr,23 NOV 2022,11 : 00,Group F,MOROCCO,7,1,130,1,0,4,2,0,0,3.0,1,0,1.0,5,0,78.0,98.0,0.0,0
Lovro Majer,CROATIA,"MF,FW",24,Rennes,fr,05 DEC 2022,16 : 00,Round of 16,JAPAN,7,1,130,1,0,4,2,0,0,3.0,1,0,1.0,5,0,78.0,98.0,0.0,0
Lovro Majer,CROATIA,"MF,FW",24,Rennes,fr,13 DEC 2022,20 : 00,Semi-final,ARGENTINA,7,1,130,1,0,4,2,0,0,3.0,1,0,1.0,5,0,78.0,98.0,0.0,0
Borna Barišić,CROATIA,DF,29,Rangers,sct,27 NOV 2022,17 : 00,Group F,CANADA,1,1,120,0,0,1,0,1,0,1.0,1,0,1.0,5,0,50.0,69.0,0.0,0
Borna Barišić,CROATIA,DF,29,Rangers,sct,01 DEC 2022,16 : 00,Group F,BELGIUM,1,1,120,0,0,1,0,1,0,1.0,1,0,1.0,5,0,50.0,69.0,0.0,0
Borna Barišić,CROATIA,DF,29,Rangers,sct,09 DEC 2022,16 : 00,Quarter-final,BRAZIL,1,1,120,0,0,1,0,1,0,1.0,1,0,1.0,5,0,50.0,69.0,0.0,0
Borna Barišić,CROATIA,DF,29,Rangers,sct,17 DEC 2022,16 : 00,Play-off for third place,MOROCCO,1,1,120,0,0,1,0,1,0,1.0,1,0,1.0,5,0,50.0,69.0,0.0,0
Borna Barišić,CROATIA,DF,29,Rangers,sct,23 NOV 2022,11 : 00,Group F,MOROCCO,1,1,120,0,0,1,0,1,0,1.0,1,0,1.0,5,0,50.0,69.0,0.0,0
Borna Barišić,CROATIA,DF,29,Rangers,sct,05 DEC 2022,16 : 00,Round of 16,JAPAN,1,1,120,0,0,1,0,1,0,1.0,1,0,1.0,5,0,50.0,69.0,0.0,0
Borna Barišić,CROATIA,DF,29,Rangers,sct,13 DEC 2022,20 : 00,Semi-final,ARGENTINA,1,1,120,0,0,1,0,1,0,1.0,1,0,1.0,5,0,50.0,69.0,0.0,0
Josip Stanišić,CROATIA,DF,22,Bayern Munich,de,27 NOV 2022,17 : 00,Group F,CANADA,1,1,90,0,0,1,0,0,0,3.0,3,1,0.0,1,0,36.0,49.0,0.0,0
Josip Stanišić,CROATIA,DF,22,Bayern Munich,de,01 DEC 2022,16 : 00,Group F,BELGIUM,1,1,90,0,0,1,0,0,0,3.0,3,1,0.0,1,0,36.0,49.0,0.0,0
Josip Stanišić,CROATIA,DF,22,Bayern Munich,de,09 DEC 2022,16 : 00,Quarter-final,BRAZIL,1,1,90,0,0,1,0,0,0,3.0,3,1,0.0,1,0,36.0,49.0,0.0,0
Josip Stanišić,CROATIA,DF,22,Bayern Munich,de,17 DEC 2022,16 : 00,Play-off for third place,MOROCCO,1,1,90,0,0,1,0,0,0,3.0,3,1,0.0,1,0,36.0,49.0,0.0,0
Josip Stanišić,CROATIA,DF,22,Bayern Munich,de,23 NOV 2022,11 : 00,Group F,MOROCCO,1,1,90,0,0,1,0,0,0,3.0,3,1,0.0,1,0,36.0,49.0,0.0,0
Josip Stanišić,CROATIA,DF,22,Bayern Munich,de,05 DEC 2022,16 : 00,Round of 16,JAPAN,1,1,90,0,0,1,0,0,0,3.0,3,1,0.0,1,0,36.0,49.0,0.0,0
Josip Stanišić,CROATIA,DF,22,Bayern Munich,de,13 DEC 2022,20 : 00,Semi-final,ARGENTINA,1,1,90,0,0,1,0,0,0,3.0,3,1,0.0,1,0,36.0,49.0,0.0,0
Josip Šutalo,CROATIA,DF,22,Dinamo Zagreb,hr,27 NOV 2022,17 : 00,Group F,CANADA,1,1,90,0,0,0,0,0,0,0.0,0,0,1.0,0,0,62.0,66.0,0.0,0
Josip Šutalo,CROATIA,DF,22,Dinamo Zagreb,hr,01 DEC 2022,16 : 00,Group F,BELGIUM,1,1,90,0,0,0,0,0,0,0.0,0,0,1.0,0,0,62.0,66.0,0.0,0
Josip Šutalo,CROATIA,DF,22,Dinamo Zagreb,hr,09 DEC 2022,16 : 00,Quarter-final,BRAZIL,1,1,90,0,0,0,0,0,0,0.0,0,0,1.0,0,0,62.0,66.0,0.0,0
Josip Šutalo,CROATIA,DF,22,Dinamo Zagreb,hr,17 DEC 2022,16 : 00,Play-off for third place,MOROCCO,1,1,90,0,0,0,0,0,0,0.0,0,0,1.0,0,0,62.0,66.0,0.0,0
Josip Šutalo,CROATIA,DF,22,Dinamo Zagreb,hr,23 NOV 2022,11 : 00,Group F,MOROCCO,1,1,90,0,0,0,0,0,0,0.0,0,0,1.0,0,0,62.0,66.0,0.0,0
Josip Šutalo,CROATIA,DF,22,Dinamo Zagreb,hr,05 DEC 2022,16 : 00,Round of 16,JAPAN,1,1,90,0,0,0,0,0,0,0.0,0,0,1.0,0,0,62.0,66.0,0.0,0
Josip Šutalo,CROATIA,DF,22,Dinamo Zagreb,hr,13 DEC 2022,20 : 00,Semi-final,ARGENTINA,1,1,90,0,0,0,0,0,0,0.0,0,0,1.0,0,0,62.0,66.0,0.0,0
Ante Budimir,CROATIA,FW,30,Osasuna,es,27 NOV 2022,17 : 00,Group F,CANADA,2,0,55,0,0,1,0,0,0,1.0,1,0,0.0,4,0,2.0,5.0,0.0,0
Ante Budimir,CROATIA,FW,30,Osasuna,es,01 DEC 2022,16 : 00,Group F,BELGIUM,2,0,55,0,0,1,0,0,0,1.0,1,0,0.0,4,0,2.0,5.0,0.0,0
Ante Budimir,CROATIA,FW,30,Osasuna,es,09 DEC 2022,16 : 00,Quarter-final,BRAZIL,2,0,55,0,0,1,0,0,0,1.0,1,0,0.0,4,0,2.0,5.0,0.0,0
Ante Budimir,CROATIA,FW,30,Osasuna,es,17 DEC 2022,16 : 00,Play-off for third place,MOROCCO,2,0,55,0,0,1,0,0,0,1.0,1,0,0.0,4,0,2.0,5.0,0.0,0
Ante Budimir,CROATIA,FW,30,Osasuna,es,23 NOV 2022,11 : 00,Group F,MOROCCO,2,0,55,0,0,1,0,0,0,1.0,1,0,0.0,4,0,2.0,5.0,0.0,0
Ante Budimir,CROATIA,FW,30,Osasuna,es,05 DEC 2022,16 : 00,Round of 16,JAPAN,2,0,55,0,0,1,0,0,0,1.0,1,0,0.0,4,0,2.0,5.0,0.0,0
Ante Budimir,CROATIA,FW,30,Osasuna,es,13 DEC 2022,20 : 00,Semi-final,ARGENTINA,2,0,55,0,0,1,0,0,0,1.0,1,0,0.0,4,0,2.0,5.0,0.0,0
Kristijan Jakić,CROATIA,FW,25,Eint Frankfurt,de,27 NOV 2022,17 : 00,Group F,CANADA,1,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0
Kristijan Jakić,CROATIA,FW,25,Eint Frankfurt,de,01 DEC 2022,16 : 00,Group F,BELGIUM,1,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0
Kristijan Jakić,CROATIA,FW,25,Eint Frankfurt,de,09 DEC 2022,16 : 00,Quarter-final,BRAZIL,1,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0
Kristijan Jakić,CROATIA,FW,25,Eint Frankfurt,de,17 DEC 2022,16 : 00,Play-off for third place,MOROCCO,1,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0
Kristijan Jakić,CROATIA,FW,25,Eint Frankfurt,de,23 NOV 2022,11 : 00,Group F,MOROCCO,1,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0
Kristijan Jakić,CROATIA,FW,25,Eint Frankfurt,de,05 DEC 2022,16 : 00,Round of 16,JAPAN,1,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0
Kristijan Jakić,CROATIA,FW,25,Eint Frankfurt,de,13 DEC 2022,20 : 00,Semi-final,ARGENTINA,1,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0
Sofyan Amrabat,MOROCCO,MF,25,Fiorentina,it,23 NOV 2022,11 : 00,Group F,CROATIA,7,7,660,0,0,1,0,1,0,16.0,10,6,2.0,14,0,269.0,322.0,0.0,1
Sofyan Amrabat,MOROCCO,MF,25,Fiorentina,it,06 DEC 2022,16 : 00,Round of 16,SPAIN,7,7,660,0,0,1,0,1,0,16.0,10,6,2.0,14,0,269.0,322.0,0.0,1
Sofyan Amrabat,MOROCCO,MF,25,Fiorentina,it,10 DEC 2022,16 : 00,Quarter-final,PORTUGAL,7,7,660,0,0,1,0,1,0,16.0,10,6,2.0,14,0,269.0,322.0,0.0,1
Sofyan Amrabat,MOROCCO,MF,25,Fiorentina,it,27 NOV 2022,14 : 00,Group F,BELGIUM,7,7,660,0,0,1,0,1,0,16.0,10,6,2.0,14,0,269.0,322.0,0.0,1
Sofyan Amrabat,MOROCCO,MF,25,Fiorentina,it,01 DEC 2022,16 : 00,Group F,CANADA,7,7,660,0,0,1,0,1,0,16.0,10,6,2.0,14,0,269.0,322.0,0.0,1
Sofyan Amrabat,MOROCCO,MF,25,Fiorentina,it,14 DEC 2022,20 : 00,Semi-final,FRANCE,7,7,660,0,0,1,0,1,0,16.0,10,6,2.0,14,0,269.0,322.0,0.0,1
Sofyan Amrabat,MOROCCO,MF,25,Fiorentina,it,17 DEC 2022,16 : 00,Play-off for third place,CROATIA,7,7,660,0,0,1,0,1,0,16.0,10,6,2.0,14,0,269.0,322.0,0.0,1
Hakim Ziyech,MOROCCO,FW,29,Chelsea,eng,23 NOV 2022,11 : 00,Group F,CROATIA,7,7,635,1,1,10,2,0,0,10.0,7,10,10.0,12,0,211.0,306.0,12.0,2
Hakim Ziyech,MOROCCO,FW,29,Chelsea,eng,06 DEC 2022,16 : 00,Round of 16,SPAIN,7,7,635,1,1,10,2,0,0,10.0,7,10,10.0,12,0,211.0,306.0,12.0,2
Hakim Ziyech,MOROCCO,FW,29,Chelsea,eng,10 DEC 2022,16 : 00,Quarter-final,PORTUGAL,7,7,635,1,1,10,2,0,0,10.0,7,10,10.0,12,0,211.0,306.0,12.0,2
Hakim Ziyech,MOROCCO,FW,29,Chelsea,eng,27 NOV 2022,14 : 00,Group F,BELGIUM,7,7,635,1,1,10,2,0,0,10.0,7,10,10.0,12,0,211.0,306.0,12.0,2
Hakim Ziyech,MOROCCO,FW,29,Chelsea,eng,01 DEC 2022,16 : 00,Group F,CANADA,7,7,635,1,1,10,2,0,0,10.0,7,10,10.0,12,0,211.0,306.0,12.0,2
Hakim Ziyech,MOROCCO,FW,29,Chelsea,eng,14 DEC 2022,20 : 00,Semi-final,FRANCE,7,7,635,1,1,10,2,0,0,10.0,7,10,10.0,12,0,211.0,306.0,12.0,2
Hakim Ziyech,MOROCCO,FW,29,Chelsea,eng,17 DEC 2022,16 : 00,Play-off for third place,CROATIA,7,7,635,1,1,10,2,0,0,10.0,7,10,10.0,12,0,211.0,306.0,12.0,2
Achraf Hakimi,MOROCCO,DF,23,Paris S-G,fr,23 NOV 2022,11 : 00,Group F,CROATIA,7,7,631,0,1,4,1,0,0,26.0,17,9,7.0,6,0,312.0,382.0,2.0,0
Achraf Hakimi,MOROCCO,DF,23,Paris S-G,fr,06 DEC 2022,16 : 00,Round of 16,SPAIN,7,7,631,0,1,4,1,0,0,26.0,17,9,7.0,6,0,312.0,382.0,2.0,0
Achraf Hakimi,MOROCCO,DF,23,Paris S-G,fr,10 DEC 2022,16 : 00,Quarter-final,PORTUGAL,7,7,631,0,1,4,1,0,0,26.0,17,9,7.0,6,0,312.0,382.0,2.0,0
Achraf Hakimi,MOROCCO,DF,23,Paris S-G,fr,27 NOV 2022,14 : 00,Group F,BELGIUM,7,7,631,0,1,4,1,0,0,26.0,17,9,7.0,6,0,312.0,382.0,2.0,0
Achraf Hakimi,MOROCCO,DF,23,Paris S-G,fr,01 DEC 2022,16 : 00,Group F,CANADA,7,7,631,0,1,4,1,0,0,26.0,17,9,7.0,6,0,312.0,382.0,2.0,0
Achraf Hakimi,MOROCCO,DF,23,Paris S-G,fr,14 DEC 2022,20 : 00,Semi-final,FRANCE,7,7,631,0,1,4,1,0,0,26.0,17,9,7.0,6,0,312.0,382.0,2.0,0
Achraf Hakimi,MOROCCO,DF,23,Paris S-G,fr,17 DEC 2022,16 : 00,Play-off for third place,CROATIA,7,7,631,0,1,4,1,0,0,26.0,17,9,7.0,6,0,312.0,382.0,2.0,0
Youssef En-Nesyri,MOROCCO,FW,25,Sevilla,es,23 NOV 2022,11 : 00,Group F,CROATIA,7,7,542,2,0,9,3,0,0,3.0,2,1,5.0,2,0,50.0,81.0,5.0,4
Youssef En-Nesyri,MOROCCO,FW,25,Sevilla,es,06 DEC 2022,16 : 00,Round of 16,SPAIN,7,7,542,2,0,9,3,0,0,3.0,2,1,5.0,2,0,50.0,81.0,5.0,4
Youssef En-Nesyri,MOROCCO,FW,25,Sevilla,es,10 DEC 2022,16 : 00,Quarter-final,PORTUGAL,7,7,542,2,0,9,3,0,0,3.0,2,1,5.0,2,0,50.0,81.0,5.0,4
Youssef En-Nesyri,MOROCCO,FW,25,Sevilla,es,27 NOV 2022,14 : 00,Group F,BELGIUM,7,7,542,2,0,9,3,0,0,3.0,2,1,5.0,2,0,50.0,81.0,5.0,4
Youssef En-Nesyri,MOROCCO,FW,25,Sevilla,es,01 DEC 2022,16 : 00,Group F,CANADA,7,7,542,2,0,9,3,0,0,3.0,2,1,5.0,2,0,50.0,81.0,5.0,4
Youssef En-Nesyri,MOROCCO,FW,25,Sevilla,es,14 DEC 2022,20 : 00,Semi-final,FRANCE,7,7,542,2,0,9,3,0,0,3.0,2,1,5.0,2,0,50.0,81.0,5.0,4
Youssef En-Nesyri,MOROCCO,FW,25,Sevilla,es,17 DEC 2022,16 : 00,Play-off for third place,CROATIA,7,7,542,2,0,9,3,0,0,3.0,2,1,5.0,2,0,50.0,81.0,5.0,4
Sofiane Boufal,MOROCCO,FW,28,Angers,fr,23 NOV 2022,11 : 00,Group F,CROATIA,7,7,475,0,0,7,1,1,0,11.0,5,2,9.0,11,0,99.0,133.0,14.0,2
Sofiane Boufal,MOROCCO,FW,28,Angers,fr,06 DEC 2022,16 : 00,Round of 16,SPAIN,7,7,475,0,0,7,1,1,0,11.0,5,2,9.0,11,0,99.0,133.0,14.0,2
Sofiane Boufal,MOROCCO,FW,28,Angers,fr,10 DEC 2022,16 : 00,Quarter-final,PORTUGAL,7,7,475,0,0,7,1,1,0,11.0,5,2,9.0,11,0,99.0,133.0,14.0,2
Sofiane Boufal,MOROCCO,FW,28,Angers,fr,27 NOV 2022,14 : 00,Group F,BELGIUM,7,7,475,0,0,7,1,1,0,11.0,5,2,9.0,11,0,99.0,133.0,14.0,2
Sofiane Boufal,MOROCCO,FW,28,Angers,fr,01 DEC 2022,16 : 00,Group F,CANADA,7,7,475,0,0,7,1,1,0,11.0,5,2,9.0,11,0,99.0,133.0,14.0,2
Sofiane Boufal,MOROCCO,FW,28,Angers,fr,14 DEC 2022,20 : 00,Semi-final,FRANCE,7,7,475,0,0,7,1,1,0,11.0,5,2,9.0,11,0,99.0,133.0,14.0,2
Sofiane Boufal,MOROCCO,FW,28,Angers,fr,17 DEC 2022,16 : 00,Play-off for third place,CROATIA,7,7,475,0,0,7,1,1,0,11.0,5,2,9.0,11,0,99.0,133.0,14.0,2
Yassine Bounou,MOROCCO,GK,31,Sevilla,es,23 NOV 2022,11 : 00,Group F,CROATIA,6,6,570,0,0,0,0,0,0,0.0,0,0,0.0,0,0,154.0,209.0,0.0,0
Yassine Bounou,MOROCCO,GK,31,Sevilla,es,06 DEC 2022,16 : 00,Round of 16,SPAIN,6,6,570,0,0,0,0,0,0,0.0,0,0,0.0,0,0,154.0,209.0,0.0,0
Yassine Bounou,MOROCCO,GK,31,Sevilla,es,10 DEC 2022,16 : 00,Quarter-final,PORTUGAL,6,6,570,0,0,0,0,0,0,0.0,0,0,0.0,0,0,154.0,209.0,0.0,0
Yassine Bounou,MOROCCO,GK,31,Sevilla,es,27 NOV 2022,14 : 00,Group F,BELGIUM,6,6,570,0,0,0,0,0,0,0.0,0,0,0.0,0,0,154.0,209.0,0.0,0
Yassine Bounou,MOROCCO,GK,31,Sevilla,es,01 DEC 2022,16 : 00,Group F,CANADA,6,6,570,0,0,0,0,0,0,0.0,0,0,0.0,0,0,154.0,209.0,0.0,0
Yassine Bounou,MOROCCO,GK,31,Sevilla,es,14 DEC 2022,20 : 00,Semi-final,FRANCE,6,6,570,0,0,0,0,0,0,0.0,0,0,0.0,0,0,154.0,209.0,0.0,0
Yassine Bounou,MOROCCO,GK,31,Sevilla,es,17 DEC 2022,16 : 00,Play-off for third place,CROATIA,6,6,570,0,0,0,0,0,0,0.0,0,0,0.0,0,0,154.0,209.0,0.0,0
Azzedine Ounahi,MOROCCO,MF,22,Angers,fr,23 NOV 2022,11 : 00,Group F,CROATIA,7,6,568,0,0,6,1,1,0,9.0,8,7,5.0,3,0,216.0,265.0,10.0,1
Azzedine Ounahi,MOROCCO,MF,22,Angers,fr,06 DEC 2022,16 : 00,Round of 16,SPAIN,7,6,568,0,0,6,1,1,0,9.0,8,7,5.0,3,0,216.0,265.0,10.0,1
Azzedine Ounahi,MOROCCO,MF,22,Angers,fr,10 DEC 2022,16 : 00,Quarter-final,PORTUGAL,7,6,568,0,0,6,1,1,0,9.0,8,7,5.0,3,0,216.0,265.0,10.0,1
Azzedine Ounahi,MOROCCO,MF,22,Angers,fr,27 NOV 2022,14 : 00,Group F,BELGIUM,7,6,568,0,0,6,1,1,0,9.0,8,7,5.0,3,0,216.0,265.0,10.0,1
Azzedine Ounahi,MOROCCO,MF,22,Angers,fr,01 DEC 2022,16 : 00,Group F,CANADA,7,6,568,0,0,6,1,1,0,9.0,8,7,5.0,3,0,216.0,265.0,10.0,1
Azzedine Ounahi,MOROCCO,MF,22,Angers,fr,14 DEC 2022,20 : 00,Semi-final,FRANCE,7,6,568,0,0,6,1,1,0,9.0,8,7,5.0,3,0,216.0,265.0,10.0,1
Azzedine Ounahi,MOROCCO,MF,22,Angers,fr,17 DEC 2022,16 : 00,Play-off for third place,CROATIA,7,6,568,0,0,6,1,1,0,9.0,8,7,5.0,3,0,216.0,265.0,10.0,1
Romain Saïss,MOROCCO,DF,32,Beşiktaş,tr,23 NOV 2022,11 : 00,Group F,CROATIA,6,6,466,1,0,1,1,1,0,5.0,2,3,3.0,4,0,159.0,199.0,1.0,2
Romain Saïss,MOROCCO,DF,32,Beşiktaş,tr,06 DEC 2022,16 : 00,Round of 16,SPAIN,6,6,466,1,0,1,1,1,0,5.0,2,3,3.0,4,0,159.0,199.0,1.0,2
Romain Saïss,MOROCCO,DF,32,Beşiktaş,tr,10 DEC 2022,16 : 00,Quarter-final,PORTUGAL,6,6,466,1,0,1,1,1,0,5.0,2,3,3.0,4,0,159.0,199.0,1.0,2
Romain Saïss,MOROCCO,DF,32,Beşiktaş,tr,27 NOV 2022,14 : 00,Group F,BELGIUM,6,6,466,1,0,1,1,1,0,5.0,2,3,3.0,4,0,159.0,199.0,1.0,2
Romain Saïss,MOROCCO,DF,32,Beşiktaş,tr,01 DEC 2022,16 : 00,Group F,CANADA,6,6,466,1,0,1,1,1,0,5.0,2,3,3.0,4,0,159.0,199.0,1.0,2
Romain Saïss,MOROCCO,DF,32,Beşiktaş,tr,14 DEC 2022,20 : 00,Semi-final,FRANCE,6,6,466,1,0,1,1,1,0,5.0,2,3,3.0,4,0,159.0,199.0,1.0,2
Romain Saïss,MOROCCO,DF,32,Beşiktaş,tr,17 DEC 2022,16 : 00,Play-off for third place,CROATIA,6,6,466,1,0,1,1,1,0,5.0,2,3,3.0,4,0,159.0,199.0,1.0,2
Noussair Mazraoui,MOROCCO,DF,24,Bayern Munich,de,23 NOV 2022,11 : 00,Group F,CROATIA,5,5,365,0,0,4,2,0,0,14.0,9,1,6.0,3,0,98.0,121.0,1.0,1
Noussair Mazraoui,MOROCCO,DF,24,Bayern Munich,de,06 DEC 2022,16 : 00,Round of 16,SPAIN,5,5,365,0,0,4,2,0,0,14.0,9,1,6.0,3,0,98.0,121.0,1.0,1
Noussair Mazraoui,MOROCCO,DF,24,Bayern Munich,de,10 DEC 2022,16 : 00,Quarter-final,PORTUGAL,5,5,365,0,0,4,2,0,0,14.0,9,1,6.0,3,0,98.0,121.0,1.0,1
Noussair Mazraoui,MOROCCO,DF,24,Bayern Munich,de,27 NOV 2022,14 : 00,Group F,BELGIUM,5,5,365,0,0,4,2,0,0,14.0,9,1,6.0,3,0,98.0,121.0,1.0,1
Noussair Mazraoui,MOROCCO,DF,24,Bayern Munich,de,01 DEC 2022,16 : 00,Group F,CANADA,5,5,365,0,0,4,2,0,0,14.0,9,1,6.0,3,0,98.0,121.0,1.0,1
Noussair Mazraoui,MOROCCO,DF,24,Bayern Munich,de,14 DEC 2022,20 : 00,Semi-final,FRANCE,5,5,365,0,0,4,2,0,0,14.0,9,1,6.0,3,0,98.0,121.0,1.0,1
Noussair Mazraoui,MOROCCO,DF,24,Bayern Munich,de,17 DEC 2022,16 : 00,Play-off for third place,CROATIA,5,5,365,0,0,4,2,0,0,14.0,9,1,6.0,3,0,98.0,121.0,1.0,1
Selim Amallah,MOROCCO,MF,25,Standard Liège,be,23 NOV 2022,11 : 00,Group F,CROATIA,7,4,409,0,0,2,0,1,0,13.0,9,8,6.0,11,0,65.0,87.0,1.0,0
Selim Amallah,MOROCCO,MF,25,Standard Liège,be,06 DEC 2022,16 : 00,Round of 16,SPAIN,7,4,409,0,0,2,0,1,0,13.0,9,8,6.0,11,0,65.0,87.0,1.0,0
Selim Amallah,MOROCCO,MF,25,Standard Liège,be,10 DEC 2022,16 : 00,Quarter-final,PORTUGAL,7,4,409,0,0,2,0,1,0,13.0,9,8,6.0,11,0,65.0,87.0,1.0,0
Selim Amallah,MOROCCO,MF,25,Standard Liège,be,27 NOV 2022,14 : 00,Group F,BELGIUM,7,4,409,0,0,2,0,1,0,13.0,9,8,6.0,11,0,65.0,87.0,1.0,0
Selim Amallah,MOROCCO,MF,25,Standard Liège,be,01 DEC 2022,16 : 00,Group F,CANADA,7,4,409,0,0,2,0,1,0,13.0,9,8,6.0,11,0,65.0,87.0,1.0,0
Selim Amallah,MOROCCO,MF,25,Standard Liège,be,14 DEC 2022,20 : 00,Semi-final,FRANCE,7,4,409,0,0,2,0,1,0,13.0,9,8,6.0,11,0,65.0,87.0,1.0,0
Selim Amallah,MOROCCO,MF,25,Standard Liège,be,17 DEC 2022,16 : 00,Play-off for third place,CROATIA,7,4,409,0,0,2,0,1,0,13.0,9,8,6.0,11,0,65.0,87.0,1.0,0
Nayef Aguerd,MOROCCO,DF,26,West Ham,eng,23 NOV 2022,11 : 00,Group F,CROATIA,4,4,353,0,0,1,0,0,0,4.0,2,4,3.0,2,1,137.0,158.0,0.0,1
Nayef Aguerd,MOROCCO,DF,26,West Ham,eng,06 DEC 2022,16 : 00,Round of 16,SPAIN,4,4,353,0,0,1,0,0,0,4.0,2,4,3.0,2,1,137.0,158.0,0.0,1
Nayef Aguerd,MOROCCO,DF,26,West Ham,eng,10 DEC 2022,16 : 00,Quarter-final,PORTUGAL,4,4,353,0,0,1,0,0,0,4.0,2,4,3.0,2,1,137.0,158.0,0.0,1
Nayef Aguerd,MOROCCO,DF,26,West Ham,eng,27 NOV 2022,14 : 00,Group F,BELGIUM,4,4,353,0,0,1,0,0,0,4.0,2,4,3.0,2,1,137.0,158.0,0.0,1
Nayef Aguerd,MOROCCO,DF,26,West Ham,eng,01 DEC 2022,16 : 00,Group F,CANADA,4,4,353,0,0,1,0,0,0,4.0,2,4,3.0,2,1,137.0,158.0,0.0,1
Nayef Aguerd,MOROCCO,DF,26,West Ham,eng,14 DEC 2022,20 : 00,Semi-final,FRANCE,4,4,353,0,0,1,0,0,0,4.0,2,4,3.0,2,1,137.0,158.0,0.0,1
